Stop_Code_LBSL,Stop_Name,Location_Easting,Location_Northing,Point_Letter,Road_Name,Borough,Borough_ID,Suggested_Locality,Locality_ID
35688,Long Elmes,514194,190639,J,Courtenay Avenue,Harrow,29,Harrow Weald,206
37292,Courtenay Avenue,514111,190735,K,Long Elmes,Harrow,29,Harrow Weald,206
70117,Belmont Health Centre,516411,190447,BD,Kenton Lane,Harrow,29,Harrow Weald,206
BP1007,Harrow Weald Bus Garage,515042,190985,WJ,Harrow Weald High Road,Harrow,29,Harrow Weald,206
BP1393,Palmerston Road,515650,189578,Z,Palmerston Road,Harrow,29,Harrow Weald,206
BP1394,Oxford Road,515615,189598,U,Palmerston Road,Harrow,29,Harrow Weald,206
BP1395,Montrose Road,515438,189968,B,Locket Road,Harrow,29,Harrow Weald,206
BP146,Monro Gardens,515072,191363,WV,Harrow Weald High Road,Harrow,29,Harrow Weald,206
BP1495,Harrow & Wealdstone Station <> #,515499,189475,N,The Bridge,Harrow,29,Harrow Weald,206
BP1945,Harrow & Wealdstone Station,515510,189477,M,The Bridge,Harrow,29,Harrow Weald,206
BP2378,Long Elmes / Boxtree Lane,514260,190744,E,Long Elmes,Harrow,29,Harrow Weald,206
BP2791,Laurel Park,515762,191175,BT,Kenton Lane,Harrow,29,Harrow Weald,206
BP2863,Belsize Road,514594,191439,,Uxbridge Road,Harrow,29,Harrow Weald,206
BP2864,Belsize Road,514592,191420,,Uxbridge Road,Harrow,29,Harrow Weald,206
BP3036,Richmond Gardens,515678,191596,,Kenton Lane,Harrow,29,Harrow Weald,206
BP3037,Gordon Avenue,515756,191398,,Kenton Lane,Harrow,29,Harrow Weald,206
BP3443,Laurel Park,515776,191144,BA,Kenton Lane,Harrow,29,Harrow Weald,206
BP3497,Harrow & Wealdstone Station <> #,515381,189575,H,Ellen Webb Drive,Harrow,29,Harrow Weald,206
BP448,Headstone Lane Station #,513924,190542,C,Headstone Lane,Harrow,29,Harrow Weald,206
BP449,Broadfields Sports Ground,513947,190239,,Headstone Lane,Harrow,29,Harrow Weald,206
BP451,Parkfield Avenue,513981,190357,,Headstone Lane,Harrow,29,Harrow Weald,206
BP456,Headstone Lane Station #,513939,190521,D,Headstone Lane,Harrow,29,Harrow Weald,206
M18,College Hill Road,515872,190869,BS,Kenton Lane,Harrow,29,Harrow Weald,206
M19,College Hill Road,515889,190847,BB,Kenton Lane,Harrow,29,Harrow Weald,206
M6,Long Elmes,514217,190592,H,Courtenay Avenue,Harrow,29,Harrow Weald,206
R0491,Kenton Library,517075,189630,M,Kenton Lane,Harrow,29,Harrow Weald,206
17085,Hatch End Station #,512965,191246,V,Uxbridge Road,Harrow,29,Hatch End,45
17086,Hatch End Station #,512943,191260,W,Uxbridge Road,Harrow,29,Hatch End,45
17087,Hatch End / Telephone Exchange,512612,191086,,Uxbridge Road,Harrow,29,Hatch End,45
17088,Hatch End / Telephone Exchange,512628,191110,,Uxbridge Road,Harrow,29,Hatch End,45
17089,St Thomas' Drive,512283,190849,,Uxbridge Road,Harrow,29,Hatch End,45
17091,Woodhall Drive,512092,190735,PZ,Uxbridge Road,Harrow,29,Hatch End,45
26395,Woodhall Drive,512051,190653,PH,Uxbridge Road,Harrow,29,Hatch End,45
BP4507,St Thomas' Drive,512440,190934,,Uxbridge Road,Harrow,29,Hatch End,45
17130,Great South West Road,509738,175297,J,Fagg'S Road,Hounslow,25,Hatton,211
17131,Great South West Road,509755,175311,H,Fagg'S Road,Hounslow,25,Hatton,211
35287,Hatton Cross Station <>,509617,175385,C,Hatton Cross Bus Station,Hillingdon,26,Hatton,211
35288,Hatton Cross Station <>,509605,175377,B,Hatton Cross Bus Station,Hillingdon,26,Hatton,211
35289,Hatton Cross Station <>,509588,175367,A,Hatton Cross Bus Station,Hillingdon,26,Hatton,211
37323,Hatton Cross Station <>,509649,175443,E,Hatton Road South,Hillingdon,26,Hatton,211
BP2451,Hatton Cross Station <>,509626,175396,D,Hatton Cross Bus Station,Hillingdon,26,Hatton,211
19872,Bower House,551088,192806,,Orange Tree Hill,Havering,15,Havering-atte-Bower,125
19873,Bower House,551098,192769,,Orange Tree Hill,Havering,15,Havering-atte-Bower,125
19874,Havering Green,551236,193168,,North Road,Havering,15,Havering-atte-Bower,125
19875,Havering Green,551262,193112,,North Road,Havering,15,Havering-atte-Bower,125
19876,Dame Tipping School,551186,193448,,North Road,Havering,15,Havering-atte-Bower,125
19877,Samantha Mews,551193,193356,,North Road,Havering,15,Havering-atte-Bower,125
3111,Hayes By-Pass,511108,180823,,Uxbridge Road,Hillingdon,26,Hayes,29
3112,The Grapes,510803,181069,R,Uxbridge Road,Hillingdon,26,Hayes,29
3114,Uxbridge County Court,509707,181567,E,Uxbridge Road,Hillingdon,26,Hayes,29
3115,Uxbridge County Court,509659,181569,F,Uxbridge Road,Hillingdon,26,Hayes,29
3116,Rosedale Park,509414,181685,A,Uxbridge Road,Hillingdon,26,Hayes,29
3118,Park Road,509234,181729,XD,Uxbridge Road,Hillingdon,26,Hayes,29
3119,Park Road,509222,181711,XE,Uxbridge Road,Hillingdon,26,Hayes,29
3548,Craven Close,510459,181146,N,Uxbridge Road,Hillingdon,26,Hayes,29
3549,The Grapes,510781,181044,S,Uxbridge Road,Hillingdon,26,Hayes,29
6816,Belmore Parade,510180,181283,L,Uxbridge Road,Hillingdon,26,Hayes,29
6817,Central Avenue,510365,181169,O,Uxbridge Road,Hillingdon,26,Hayes,29
6819,Church Road,509991,181400,J,Uxbridge Road,Hillingdon,26,Hayes,29
9470,Hayes Station #,540062,166036,B,Station Approach,Bromley,19,Hayes,48
9471,Hayes Station #,540052,166052,C,Station Approach,Bromley,19,Hayes,48
10460,Hesa Road,510501,180922,T,Coldharbour Lane,Hillingdon,26,Hayes,29
10462,The Grapes,510673,181129,Q,Yeading Lane,Hillingdon,26,Hayes,29
11331,Hayes / George Lane,540560,166409,N,Hayes Street,Bromley,19,Hayes,48
11332,Hayes / George Lane,540527,166365,K,Hayes Street,Bromley,19,Hayes,48
14725,The Grapes,510697,181216,P,Yeading Lane,Hillingdon,26,Hayes,29
15979,Hayes And Harlington Station #,509708,179418,E,Station Road,Hillingdon,26,Hayes,29
16152,Shaftesbury Waye,511000,181563,B,Yeading Lane,Hillingdon,26,Hayes,29
16154,Shaftesbury Waye,510936,181514,A,Yeading Lane,Hillingdon,26,Hayes,29
16155,Precinct Road,510402,180712,U,Coldharbour Lane,Hillingdon,26,Hayes,29
16156,Precinct Road,510395,180665,SU,Coldharbour Lane,Hillingdon,26,Hayes,29
16157,East Way,510171,180259,SW,Coldharbour Lane,Hillingdon,26,Hayes,29
16158,East Way,510173,180285,W,Coldharbour Lane,Hillingdon,26,Hayes,29
16163,Clayton Road,509770,179570,M,Station Road,Hillingdon,26,Hayes,29
16308,Adam & Eve,509890,181405,G,Church Road,Hillingdon,26,Hayes,29
16309,Adam & Eve,509899,181391,H,Church Road,Hillingdon,26,Hayes,29
16310,Freemans Lane,509742,180865,L,Church Road,Hillingdon,26,Hayes,29
16311,Longmead Road,509740,180791,SL,Church Road,Hillingdon,26,Hayes,29
16312,Townfield Road,509744,180519,SM,Church Road,Hillingdon,26,Hayes,29
16313,Townfield Road,509726,180481,M,Church Road,Hillingdon,26,Hayes,29
16314,Botwell Lane,509688,180196,N,Church Road,Hillingdon,26,Hayes,29
16315,Botwell Lane,509687,180112,SN,Church Road,Hillingdon,26,Hayes,29
16316,Botwell Green,509797,179927,SP,Botwell Lane,Hillingdon,26,Hayes,29
17231,Balmoral Drive,509725,181941,D,Lansbury Drive,Hillingdon,26,Hayes,29
17232,Balmoral Drive,509782,182055,,Lansbury Drive,Hillingdon,26,Hayes,29
17233,Whittington Avenue,509591,181679,C,Lansbury Drive,Hillingdon,26,Hayes,29
17708,Hayes Hill Road,539767,166341,E,Pickhurst Lane,Bromley,19,Hayes,48
17710,Hayes / Station Approach,540013,166188,D,Station Approach,Bromley,19,Hayes,48
17711,Hayes / Station Approach,540044,166180,A,Station Approach,Bromley,19,Hayes,48
17812,Hayes Library,540407,166208,W,Pickhurst Lane,Bromley,19,Hayes,48
17813,Hayes Library,540475,166208,J,Pickhurst Lane,Bromley,19,Hayes,48
18369,Hayes Street,540544,166081,U,Baston Road,Bromley,19,Hayes,48
20837,Hayes Street,540537,166108,P,Baston Road,Bromley,19,Hayes,48
26370,Blyth Road,509701,179509,Z4,Blyth Road,Hillingdon,26,Hayes,29
26375,Clarendon Road,509553,179587,Q,Clarendon Road,Hillingdon,26,Hayes,29
27338,Lilac Gardens,509074,180986,B,Judge Heath Lane,Hillingdon,26,Hayes,29
27339,Lilac Gardens,509125,180993,SB,Judge Heath Lane,Hillingdon,26,Hayes,29
27340,Sycamore Avenue,509268,180867,C,Botwell Lane,Hillingdon,26,Hayes,29
27341,Willenhall Drive,509300,180801,SC,Botwell Lane,Hillingdon,26,Hayes,29
27578,Church Road,509965,181391,K,Uxbridge Road,Hillingdon,26,Hayes,29
29270,Belmore Parade,510139,181283,M,Uxbridge Road,Hillingdon,26,Hayes,29
29994,Hayes And Harlington Station #,509709,179449,L,Station Road,Hillingdon,26,Hayes,29
37200,Rosedale Park,509412,181665,B,Uxbridge Road,Hillingdon,26,Hayes,29
40240,Marden Avenue,540261,167056,R,Bourne Vale,Bromley,19,Hayes,48
40241,Marden Avenue,540252,167022,Y,Bourne Vale,Bromley,19,Hayes,48
40242,Eastway,540169,166879,Z,Bourne Vale,Bromley,19,Hayes,48
40243,Eastway,540143,166858,P,Bourne Vale,Bromley,19,Hayes,48
BP1074,Avondale Drive,510254,180428,V,Coldharbour Lane,Hillingdon,26,Hayes,29
BP1075,Avondale Drive,510264,180418,SV,Coldharbour Lane,Hillingdon,26,Hayes,29
BP108,Fairdale Gardens,510040,180044,SX,Coldharbour Lane,Hillingdon,26,Hayes,29
BP109,Mount Road,509967,179938,SY,Coldharbour Lane,Hillingdon,26,Hayes,29
BP110,Clayton Road,509800,179618,D,Station Road,Hillingdon,26,Hayes,29
BP111,Fairdale Gardens,509944,179935,Y,Coldharbour Lane,Hillingdon,26,Hayes,29
BP2759,Lombardy Retail Park,510629,180948,V,Sainsburys Access Road,Hillingdon,26,Hayes,29
BP3285,Uxbridge County Court,509702,181543,FF,Uxbridge Road,Hillingdon,26,Hayes,29
BP4155,Pickhurst Mead,539663,166682,W,Mounthurst Road,Bromley,19,Hayes,48
BP4183,Chilham Way,540059,166795,N,Mounthurst Road,Bromley,19,Hayes,48
BP688,Church Green,509797,181128,K,Church Road,Hillingdon,26,Hayes,29
BP689,Church Green,509807,181061,SK,Church Road,Hillingdon,26,Hayes,29
BP801,Boughton Avenue,539835,166728,,Mounthurst Road,Bromley,19,Hayes,48
BP802,Boughton Avenue,539943,166766,,Mounthurst Road,Bromley,19,Hayes,48
BP852,Hayes Town / Pump Lane,509865,179869,P,Botwell Lane,Hillingdon,26,Hayes,29
BP994,Hesa Road,510500,180887,U,Coldharbour Lane,Hillingdon,26,Hayes,29
1516,Hendon Station #,522123,188187,HD,Station Road,Barnet,30,Hendon,238
2978,Park Road,522146,187903,HH,West Hendon Broadway,Barnet,30,Hendon,238
3435,Hendon Central Station <>,522885,188688,G,Watford Way,Barnet,30,Hendon,238
4694,Station Road,522111,187931,HK,West Hendon Broadway,Barnet,30,Hendon,238
6047,Sutherland House,522339,187628,HJ,West Hendon Broadway,Barnet,30,Hendon,238
6051,West Hendon Broadway / Herbert Road,521958,188168,HC,West Hendon Broadway,Barnet,30,Hendon,238
6052,West Hendon Broadway / Herbert Road,521939,188174,HM,West Hendon Broadway,Barnet,30,Hendon,238
6056,Hendon Magistrates Court,521671,188472,HP,The Hyde,Barnet,30,Hendon,238
13507,Hendon Central Station <>,523018,188600,A,Queen'S Road,Barnet,30,Hendon,238
14768,Hendon War Memorial,522673,188891,H,Watford Way,Barnet,30,Hendon,238
14769,St Joseph'S School,522594,189024,M,Watford Way,Barnet,30,Hendon,238
14770,Colindeep Lane,522364,189121,W,Watford Way,Barnet,30,Hendon,238
15749,Graham Road,522953,188441,S,Hendon Way,Barnet,30,Hendon,238
15750,Beaufort Gardens,523069,188273,,Hendon Way,Barnet,30,Hendon,238
15923,Bell Lane,523410,188984,W,Brent Street,Barnet,30,Hendon,238
15924,Bell Lane,523418,188931,X,Brent Street,Barnet,30,Hendon,238
15925,The Quadrant,523298,189292,V,Brent Street,Barnet,30,Hendon,238
15926,The Quadrant,523305,189327,U,Brent Street,Barnet,30,Hendon,238
15927,Church End,523048,189391,R,Church Road,Barnet,30,Hendon,238
15928,Middlesex University,522848,189322,Q,The Burroughs,Barnet,30,Hendon,238
15929,Hendon Town Hall,522814,189190,P,The Burroughs,Barnet,30,Hendon,238
15930,Hendon Town Hall,522751,189113,O,The Burroughs,Barnet,30,Hendon,238
15932,Edgeworth Avenue,522594,188875,L,Station Road,Barnet,30,Hendon,238
15933,Audley Road,522478,188618,,Station Road,Barnet,30,Hendon,238
15934,Audley Road,522432,188563,,Station Road,Barnet,30,Hendon,238
15951,Watford Way,522717,189004,N,The Burroughs,Barnet,30,Hendon,238
16487,The Quadrant,523344,189353,T,Finchley Lane,Barnet,30,Hendon,238
16488,The Quadrant,523363,189363,S,Finchley Lane,Barnet,30,Hendon,238
16489,Alexandra Road,523657,189389,,Finchley Lane,Barnet,30,Hendon,238
16490,Alexandra Road,523751,189423,,Finchley Lane,Barnet,30,Hendon,238
17101,Downage,523361,189673,E,Parson Street,Barnet,30,Hendon,238
17102,Florence Street,523299,189461,F,Parson Street,Barnet,30,Hendon,238
17166,Brent Green,523446,188776,Y,Queen'S Road,Barnet,30,Hendon,238
17167,Hendon Way,522854,188569,C,Vivian Avenue,Barnet,30,Hendon,238
17168,Hendon Way,522867,188585,D,Vivian Avenue,Barnet,30,Hendon,238
17169,Audley Road,522513,188532,,Vivian Avenue,Barnet,30,Hendon,238
17473,Brent Green,523423,188757,Z,Queen'S Road,Barnet,30,Hendon,238
17580,Hendon Station #,522186,188263,HE,Station Road,Barnet,30,Hendon,238
25102,Hendon Magistrates Court,521741,188419,HB,The Hyde,Barnet,30,Hendon,238
27625,Audley Road,522464,188517,,Vivian Avenue,Barnet,30,Hendon,238
29581,Hendon War Memorial,522714,188920,J,Watford Way,Barnet,30,Hendon,238
33355,Hendon Central Station <>,522867,188672,E,Watford Way,Barnet,30,Hendon,238
33356,Hendon Central Station <>,522855,188687,F,Watford Way,Barnet,30,Hendon,238
34454,Edgeworth Avenue,522625,188892,K,Station Road,Barnet,30,Hendon,238
35276,Hendon Central Station <>,523069,188599,B,Queen'S Road,Barnet,30,Hendon,238
BP1693,West Hendon Broadway,522021,188062,HL,West Hendon Broadway,Barnet,30,Hendon,238
2766,Henlys Corner,524816,189497,TB,Regent'S Park Road,Barnet,30,Henlys Corner,141
6096,Henlys Corner,524796,189497,TP,Regent'S Park Road,Barnet,30,Henlys Corner,141
6097,Allandale Avenue,524829,189644,TA,Regent'S Park Road,Barnet,30,Henlys Corner,141
6098,Allandale Avenue,524816,189710,TR,Regent'S Park Road,Barnet,30,Henlys Corner,141
6099,Mountfield Road,524860,189900,H,Regent'S Park Road,Barnet,30,Henlys Corner,141
16531,Beechwood Drive,525237,189429,TT,North Circular Road,Barnet,30,Henlys Corner,141
16532,Beechwood Avenue,525272,189475,TS,North Circular Road,Barnet,30,Henlys Corner,141
16533,Henlys Corner,524917,189395,TZ,North Circular Road,Barnet,30,Henlys Corner,141
27781,Amberden Avenue,525523,189682,A,North Circular Road,Barnet,30,Henlys Corner,141
BP615,Henlys Corner,524870,189430,TQ,North Circular Road,Barnet,30,Henlys Corner,141
717,Herne Hill Station #,532032,174432,B,Herne Hill,Lambeth,9,Herne Hill,276
718,Herne Hill Station #,532045,174413,C,Herne Hill,Southwark,8,Herne Hill,276
719,Herne Hill,532097,174367,E,Half Moon Lane,Southwark,8,Herne Hill,276
720,Herne Hill,532079,174380,D,Half Moon Lane,Southwark,8,Herne Hill,276
13278,Guernsey Grove,532171,174007,K,Croxted Road,Southwark,8,Herne Hill,276
13335,Regent Road,531834,174567,,Railton Road,Lambeth,9,Herne Hill,276
13336,Regent Road,531820,174597,,Railton Road,Lambeth,9,Herne Hill,276
13360,Frankfurt Road,532363,174854,T,Herne Hill,Lambeth,9,Herne Hill,276
13399,Frankfurt Road,532409,174895,U,Herne Hill,Southwark,8,Herne Hill,276
13400,Hollingbourne Road,532260,174719,V,Herne Hill,Southwark,8,Herne Hill,276
13401,St Paul'S Church,532118,174586,W,Herne Hill,Southwark,8,Herne Hill,276
13402,Ruskin Walk,532316,174379,X,Half Moon Lane,Southwark,8,Herne Hill,276
13403,Ruskin Walk,532407,174384,Y,Half Moon Lane,Southwark,8,Herne Hill,276
27963,Hollingbourne Road,532197,174685,S,Herne Hill,Lambeth,9,Herne Hill,276
16204,Heston House,512435,176925,VB,Vicarage Farm Road,Hounslow,25,Heston,40
16205,Cranford Lane,512528,177382,VK,Vicarage Farm Road,Hounslow,25,Heston,40
16206,Cranford Lane,512478,177224,VC,Vicarage Farm Road,Hounslow,25,Heston,40
16207,New Heston Road,512592,177456,HP,New Heston Road,Hounslow,25,Heston,40
16208,New Heston Road,512752,177470,HM,New Heston Road,Hounslow,25,Heston,40
16276,St Leonard'S Church,513067,177517,HJ,Heston Road,Hounslow,25,Heston,40
16277,St Leonard'S Church,513114,177400,HD,Heston Road,Hounslow,25,Heston,40
27891,New Heston Road,512484,177584,VE,North Hyde Lane,Hounslow,25,Heston,40
27892,New Heston Road,512514,177519,VJ,North Hyde Lane,Hounslow,25,Heston,40
27899,Heston Health Centre,512430,177294,CU,Cranford Lane,Hounslow,25,Heston,40
27900,Heston Health Centre,512403,177285,CT,Cranford Lane,Hounslow,25,Heston,40
27901,Somerset Waye,512120,177329,F,Cranford Lane,Hounslow,25,Heston,40
27902,Somerset Waye,512071,177325,H,Cranford Lane,Hounslow,25,Heston,40
27903,Northfield Road,511693,177385,E,Cranford Lane,Hounslow,25,Heston,40
27905,Harlech Gardens,511378,177468,D,Cranford Lane,Hounslow,25,Heston,40
27906,Harlech Gardens,511307,177449,K,Cranford Lane,Hounslow,25,Heston,40
BP361,Northfield Road,511717,177375,J,Cranford Lane,Hounslow,25,Heston,40
BP3640,The Warren,512586,177047,CN,The Crossways,Hounslow,25,Heston,40
BP3642,Victoria Gardens,512028,176940,,Summerhouse Avenue,Hounslow,25,Heston,40
BP3643,Blackthorn Court,512062,177132,P,Springwell Road,Hounslow,25,Heston,40
BP3644,Speart Lane,512132,177289,R,Springwell Road,Hounslow,25,Heston,40
BP3645,Armytage Road,511622,177251,S,Armytage Road,Hounslow,25,Heston,40
BP3646,Alcock Road,511572,177166,T,Alcock Road,Hounslow,25,Heston,40
BP3666,The Warren,512609,177055,CP,The Crossways,Hounslow,25,Heston,40
BP3667,Beaufort Gardens,512246,176869,,Summerhouse Avenue,Hounslow,25,Heston,40
BP3668,Victoria Gardens,512029,176949,,Summerhouse Avenue,Hounslow,25,Heston,40
BP3669,Blackthorn Court,512058,177095,HG,Springwell Road,Hounslow,25,Heston,40
BP3670,Speart Lane,512122,177249,HF,Springwell Road,Hounslow,25,Heston,40
BP3671,Armytage Road,511607,177199,HE,Armytage Road,Hounslow,25,Heston,40
BP3672,Alcock Road,511510,177100,HD,Brabazon Road,Hounslow,25,Heston,40
BP3673,Johnson Road,511392,177050,HC,Brabazon Road,Hounslow,25,Heston,40
1184,Lyonsdown Road,525923,195242,P,Great North Road,Barnet,30,High Barnet,259
1333,Barnet Everyman Cinema,525546,195735,D,Great North Road,Barnet,30,High Barnet,259
1334,Barnet Everyman Cinema,525562,195700,R,Great North Road,Barnet,30,High Barnet,259
3778,Lyonsdown Road,525997,195132,J,Great North Road,Barnet,30,High Barnet,259
3807,Barnet Everyman Cinema,525557,195804,B,Station Road,Barnet,30,High Barnet,259
3808,Barnet Everyman Cinema,525556,195791,T,Station Road,Barnet,30,High Barnet,259
9919,Dinsdale Gardens,525754,195475,E,Great North Road,Barnet,30,High Barnet,259
9920,Dinsdale Gardens,525762,195448,Q,Great North Road,Barnet,30,High Barnet,259
9921,Potters Lane,525446,195822,A,Great North Road,Barnet,30,High Barnet,259
9922,Underhill,525232,195920,W,Barnet Hill,Barnet,30,High Barnet,259
16994,Hasluck Gardens,526071,195384,N,Lyonsdown Road,Barnet,30,High Barnet,259
16995,Hasluck Gardens,526062,195349,H,Lyonsdown Road,Barnet,30,High Barnet,259
16996,Pricklers Hill,525993,195236,M,Lyonsdown Road,Barnet,30,High Barnet,259
10330,Lawrence Avenue,535911,190706,,Billet Road,Waltham Forest,13,Higham Hill,94
10333,Lawrence Avenue,535957,190696,,Billet Road,Waltham Forest,13,Higham Hill,94
10334,Higham Hill Road,536098,190735,,Billet Road,Waltham Forest,13,Higham Hill,94
10337,Higham Hill Road,536113,190719,,Billet Road,Waltham Forest,13,Higham Hill,94
10338,Guildsway,536614,190824,,Billet Road,Waltham Forest,13,Higham Hill,94
10341,Guildsway,536583,190813,,Billet Road,Waltham Forest,13,Higham Hill,94
10343,North Countess Road,536782,190809,,Billet Road,Waltham Forest,13,Higham Hill,94
27461,Folly Lane,536372,190793,,Billet Road,Waltham Forest,13,Higham Hill,94
BP1666,Whittingham Primary Academy,536186,190544,,Higham Hill Road,Waltham Forest,13,Higham Hill,94
BP1667,St Andrews Road,536238,190154,F,Higham Hill Road,Waltham Forest,13,Higham Hill,94
BP1672,Billet Road,536142,190709,,Higham Hill Road,Waltham Forest,13,Higham Hill,94
BP1675,St Andrews Road,536247,190120,E,Higham Hill Road,Waltham Forest,13,Higham Hill,94
BP1723,Whittingham Primary Academy,536177,190527,,Higham Hill Road,Waltham Forest,13,Higham Hill,94
BP2540,William Morris School,536297,190928,,Folly Lane,Waltham Forest,13,Higham Hill,94
17925,Swanage Road,538399,191215,WJ,Winchester Road,Waltham Forest,13,Highams Park Hale End,92
17926,Swanage Road,538378,191173,WP,Winchester Road,Waltham Forest,13,Highams Park Hale End,92
17927,Haldan Road,538443,191438,WH,Winchester Road,Waltham Forest,13,Highams Park Hale End,92
17928,Haldan Road,538421,191378,WQ,Winchester Road,Waltham Forest,13,Highams Park Hale End,92
17929,Highams Park Station #,538531,191744,WG,The Broadway,Waltham Forest,13,Highams Park Hale End,92
17930,Highams Park Station #,538522,191758,WR,The Broadway,Waltham Forest,13,Highams Park Hale End,92
17931,Hickman Avenue,538405,192089,WS,Larkshall Road,Waltham Forest,13,Highams Park Hale End,92
17932,Hickman Avenue,538461,191977,WF,Larkshall Road,Waltham Forest,13,Highams Park Hale End,92
34301,Richmond Avenue,538738,192149,EN,The Avenue,Waltham Forest,13,Highams Park Hale End,92
34302,Richmond Avenue,538764,192165,EA,The Avenue,Waltham Forest,13,Highams Park Hale End,92
34303,Highams Park Station #,538587,191808,EM,The Avenue,Waltham Forest,13,Highams Park Hale End,92
34304,Highams Park Station #,538610,191858,EB,The Avenue,Waltham Forest,13,Highams Park Hale End,92
34305,Forest Mount Road,538747,191278,EK,Hale End Road,Waltham Forest,13,Highams Park Hale End,92
34306,Hollywood Way,538782,191411,ED,Hale End Road,Waltham Forest,13,Highams Park Hale End,92
BP279,Hollywood Way,538736,191520,EL,Hale End Road,Waltham Forest,13,Highams Park Hale End,92
BP280,Beverley Road,538671,191694,EC,Hale End Road,Waltham Forest,13,Highams Park Hale End,92
1552,Highbury Grange,531954,185732,ED,Highbury Park,Islington,3,Highbury,332
15059,Gillespie Road,531905,186343,EB,Blackstock Road,Islington,3,Highbury,332
15060,Monsell Road,531801,186476,EL,Blackstock Road,Islington,3,Highbury,332
15061,Riversdale Road,531913,186112,EC,Blackstock Road,Islington,3,Highbury,332
15062,Riversdale Road,531908,186060,EK,Highbury Park,Islington,3,Highbury,332
15063,Highbury Barn,531944,185488,EE,Highbury Grove,Islington,3,Highbury,332
15064,Highbury Barn,531945,185634,EH,Highbury Park,Islington,3,Highbury,332
15065,Highbury Grove School / Aberdeen Park,531964,185258,CZ,Highbury Grove,Islington,3,Highbury,332
15066,Aberdeen Park,531956,185233,CX,Highbury Grove,Islington,3,Highbury,332
16753,Brownswood Road / Finsbury Park Road,531870,186484,EA,Brownswood Road,Hackney,4,Highbury,332
16754,Queen'S Drive,532090,186592,PB,Brownswood Road,Hackney,4,Highbury,332
16755,Queen'S Drive,532018,186565,PA,Brownswood Road,Hackney,4,Highbury,332
16756,Brownswood Road / Green Lanes,532281,186700,PC,Brownswood Road,Hackney,4,Highbury,332
BP3222,Joan Of Arc School,531945,185904,EJ,Highbury Park,Islington,3,Highbury,332
1908,Northwood Road,528861,187787,F,Archway Road,Haringey,31,Highgate Village,302
1909,Northwood Road,528930,187699,HQ,Archway Road,Haringey,31,Highgate Village,302
4710,Muswell Hill Road,528430,188189,H,Archway Road,Haringey,31,Highgate Village,302
9431,Highgate Station <>,528567,188114,T,Archway Road,Haringey,31,Highgate Village,302
9432,Highgate Station <>,528610,188071,G,Archway Road,Haringey,31,Highgate Village,302
9445,South Grove,528393,187404,S,Highgate High Street,Camden,2,Highgate Village,302
9446,South Grove,528412,187410,C,Highgate High Street,Haringey,31,Highgate Village,302
9861,Waterlow Road,529252,187192,Q,Archway Road,Islington,3,Highgate Village,302
9862,Waterlow Road,529233,187187,X,Archway Road,Islington,3,Highgate Village,302
9863,Langdon Park Road,529053,187501,HW,Archway Road,Haringey,31,Highgate Village,302
9864,Langdon Park Road,528995,187549,HX,Archway Road,Haringey,31,Highgate Village,302
9869,Muswell Hill Road,528379,188238,S,Archway Road,Haringey,31,Highgate Village,302
10860,Southwood Avenue,528783,187935,U,Archway Road,Haringey,31,Highgate Village,302
14615,Waterlow Park / Lauderdale House,528807,187248,HS,Highgate Hill,Camden,2,Highgate Village,302
14616,Highgate Hill / Hornsey Lane,528936,187176,HT,Highgate Hill,Islington,3,Highgate Village,302
14618,Channing School,528722,187315,D,Highgate Hill,Haringey,31,Highgate Village,302
14619,Bisham Gardens,528582,187347,K,Highgate High Street,Camden,2,Highgate Village,302
17263,Highgate Close,528188,187483,M,Hampstead Lane,Haringey,31,Highgate Village,302
17264,Highgate Close,528118,187501,H,Hampstead Lane,Haringey,31,Highgate Village,302
33141,Highgate School,528308,187564,L,North Road,Haringey,31,Highgate Village,302
33266,Athlone House,527783,187521,N,Hampstead Lane,Camden,2,Highgate Village,302
34624,Hillcrest Estate,528262,187910,Z,North Hill,Haringey,31,Highgate Village,302
34625,Hillcrest Estate,528271,187866,N,North Hill,Haringey,31,Highgate Village,302
34626,St Michaels School,528332,187771,A,North Hill,Haringey,31,Highgate Village,302
34627,North Hill Avenue,527954,188378,M,North Hill,Haringey,31,Highgate Village,302
34628,North Hill Avenue,527955,188402,X,North Hill,Haringey,31,Highgate Village,302
70101,Highgate Group Practice,528115,188140,Y,North Hill,Haringey,31,Highgate Village,302
70229,Athlone House,527813,187530,G,Hampstead Lane,Haringey,31,Highgate Village,302
BP1011,Archway Bridge,529103,187387,HV,Hornsey Lane,Haringey,31,Highgate Village,302
BP1012,Archway Bridge,529133,187396,HP,Hornsey Lane,Islington,3,Highgate Village,302
BP1382,South Grove,528446,187386,T,South Grove,Camden,2,Highgate Village,302
BP2490,Merton Lane,528046,187061,R,Highgate West Hill,Camden,2,Highgate Village,302
BP3245,Hornsey Lane,529424,187689,,Stanhope Road,Haringey,31,Highgate Village,302
BP3246,Hornsey Lane,529384,187587,,Hornsey Lane,Islington,3,Highgate Village,302
BP3247,Fitzwarren Gardens,529272,187499,,Hornsey Lane,Islington,3,Highgate Village,302
BP3248,Fitzwarren Gardens,529265,187504,,Hornsey Lane,Haringey,31,Highgate Village,302
BP3249,Cromwell Avenue,528953,187249,HR,Hornsey Lane,Islington,3,Highgate Village,302
