Stop_Code_LBSL,Stop_Name,Location_Easting,Location_Northing,Point_Letter,Road_Name,Borough,Borough_ID,Suggested_Locality,Locality_ID
15902,Teddington Park Road,515721,171454,,Waldegrave Road,Richmond upon Thames,24,Teddington,195
15903,Teddington Park Road,515691,171482,,Waldegrave Road,Richmond upon Thames,24,Teddington,195
15904,Teddington Library,515885,171165,A,Waldegrave Road,Richmond upon Thames,24,Teddington,195
15905,Teddington Library,515898,171119,B,Waldegrave Road,Richmond upon Thames,24,Teddington,195
15907,Teddington Police Station,515870,170861,G,Park Road,Richmond upon Thames,24,Teddington,195
19484,Broad Street / Teddington,515726,170972,F,Broad Street,Richmond upon Thames,24,Teddington,195
19485,Teddington Memorial Hospital,515453,171021,J,Hampton Road,Richmond upon Thames,24,Teddington,195
19846,Teddington Memorial Hospital,515443,171035,L,Hampton Road,Richmond upon Thames,24,Teddington,195
20623,Marston Road,516650,171105,X,Kingston Road,Richmond upon Thames,24,Teddington,195
20624,Marston Road,516681,171011,P,Kingston Road,Richmond upon Thames,24,Teddington,195
20785,Cambridge Road,516364,171161,L,Teddington High Street,Richmond upon Thames,24,Teddington,195
20786,Cambridge Road,516290,171132,Z,Teddington High Street,Richmond upon Thames,24,Teddington,195
25613,St Mark'S Road,516972,170482,V,Kingston Road,Richmond upon Thames,24,Teddington,195
25614,St Mark'S Road,516964,170517,R,Kingston Road,Richmond upon Thames,24,Teddington,195
27345,Kingston Lane,516784,170792,W,Kingston Road,Richmond upon Thames,24,Teddington,195
27350,Elmfield Avenue,515957,171107,C,Teddington High Street,Richmond upon Thames,24,Teddington,195
27351,Elmfield Avenue,516054,171112,D,Teddington High Street,Richmond upon Thames,24,Teddington,195
27353,Teddington Lock,516628,171279,Y,Kingston Road,Richmond upon Thames,24,Teddington,195
27367,Teddington Lock,516551,171275,M,Ferry Road,Richmond upon Thames,24,Teddington,195
27368,Kingston Lane,516813,170762,Q,Kingston Road,Richmond upon Thames,24,Teddington,195
27534,Teddington Memorial Hospital,515454,171089,M,Stanley Road,Richmond upon Thames,24,Teddington,195
BP117,Manor Road,516397,171553,T,Twickenham Road,Richmond upon Thames,24,Teddington,195
BP124,Manor Road,516379,171559,N,Twickenham Road,Richmond upon Thames,24,Teddington,195
BP1642,Maddison Close,515877,170569,,Park Road,Richmond upon Thames,24,Teddington,195
BP202,Teddington Lock,516575,171284,U,Ferry Road,Richmond upon Thames,24,Teddington,195
BP5284,Broom Road / Teddington School,517465,170575,,Broom Road,Richmond upon Thames,24,Teddington,195
FW19,Maddison Close,515865,170584,,Park Road,Richmond upon Thames,24,Teddington,195
R0274,Teddington Police Station,515883,170873,H,Park Road,Richmond upon Thames,24,Teddington,195
R0653,Broad Street / Teddington,515726,170985,E,Broad Street,Richmond upon Thames,24,Teddington,195
2298,Temple Fortune Lane,524834,188669,TJ,Finchley Road,Barnet,30,Temple Fortune,140
2299,Temple Fortune Lane,524895,188501,TE,Finchley Road,Barnet,30,Temple Fortune,140
2799,Addison Way,524814,189211,TC,Finchley Road,Barnet,30,Temple Fortune,140
4690,North Circular Road,523899,188486,E,Brent Street,Barnet,30,Temple Fortune,140
4692,North Circular Road,523928,188470,M,Brent Street,Barnet,30,Temple Fortune,140
6090,Clifton Gardens,524941,188338,TF,Finchley Road,Barnet,30,Temple Fortune,140
6091,Clifton Gardens,524945,188282,TH,Finchley Road,Barnet,30,Temple Fortune,140
6092,Childs Way,524821,188842,TD,Finchley Road,Barnet,30,Temple Fortune,140
6095,Childs Way,524805,188929,TK,Finchley Road,Barnet,30,Temple Fortune,140
15920,Golders Manor Drive,524144,188312,D,Golders Green Road,Barnet,30,Temple Fortune,140
15922,Brent Street / Green Lane,523733,188653,L,Brent Street,Barnet,30,Temple Fortune,140
16536,Bridge Lane,524142,188978,,North Circular Road,Barnet,30,Temple Fortune,140
16537,Bridge Lane,524120,188997,,North Circular Road,Barnet,30,Temple Fortune,140
25841,Southbourne Crescent,524270,189225,TN,North Circular Road,Barnet,30,Temple Fortune,140
25842,Southbourne Crescent,524249,189176,TM,North Circular Road,Barnet,30,Temple Fortune,140
36793,Golders Manor Drive,524108,188362,N,Golders Green Road,Barnet,30,Temple Fortune,140
29141,Thames View / Christ Church,545762,183131,,Bastable Avenue,Barking and Dagenham,16,Thames View,451
29142,Thames View / Christ Church,545650,183090,,Bastable Avenue,Barking and Dagenham,16,Thames View,451
29143,Thames View Health Centre,546094,183141,A,Bastable Avenue Bus-Only Slip Road,Barking and Dagenham,16,Thames View,451
29144,Thames View Health Centre,546048,183140,K,Bastable Avenue Bus-Only Slip Road,Barking and Dagenham,16,Thames View,451
29422,Alderman Avenue,546670,183011,C,Bastable Avenue,Barking and Dagenham,16,Thames View,451
29423,Alderman Avenue,546603,183025,H,Bastable Avenue,Barking and Dagenham,16,Thames View,451
29424,Glenmore Way,546412,183097,B,Bastable Avenue,Barking and Dagenham,16,Thames View,451
29425,Glenmore Way,546314,183116,J,Bastable Avenue,Barking and Dagenham,16,Thames View,451
BP227,Renwick Road,546860,182967,D,Bastable Avenue,Barking and Dagenham,16,Thames View,451
BP5398,Stern Close,547031,183055,F,Choats Road,Barking and Dagenham,16,Thames View,451
BP5400,Havering Way,546761,182974,G,Bastable Avenue,Barking and Dagenham,16,Thames View,451
104,Fenchurch Street Station #,533319,180990,T,Fenchurch Street,City of London,0,The City,448
202,Shoe Lane,531473,181168,H,Fleet Street,City of London,0,The City,448
205,Fleet Street / City Thameslink #,531609,181254,M,Farringdon Street,City of London,0,The City,448
206,Apothecary Street,531656,181077,K,New Bridge Street,City of London,0,The City,448
768,Liverpool Street Station <> #,533272,181587,F,Bishopsgate,City of London,0,The City,448
871,Gracechurch Street / Monument Station <>,532944,180901,T,Gracechurch Street,City of London,0,The City,448
969,Ludgate Circus,531570,181182,E,Fleet Street,City of London,0,The City,448
1152,St Paul'S Churchyard,532151,181046,SH,Cannon Street,City of London,0,The City,448
1156,City Thameslink Station #,531730,181434,HK,Holborn Viaduct,City of London,0,The City,448
1157,City Thameslink Station #,531672,181479,HL,Holborn Viaduct,City of London,0,The City,448
1160,Moorgate Station <> #,532747,181699,B,Moorgate,City of London,0,The City,448
2018,Holborn Circus,531506,181553,K,Holborn Viaduct,City of London,0,The City,448
2019,Holborn Circus / Fetter Lane,531321,181567,G,Holborn,City of London,0,The City,448
2119,Threadneedle Street,533060,181181,S,Bishopsgate,City of London,0,The City,448
2120,Threadneedle Street,533052,181205,LN,Bishopsgate,City of London,0,The City,448
2123,Monument Station <>,532832,180692,Q,King William Street,City of London,0,The City,448
2286,Barbican Station <>,532101,181936,BB,Goswell Road,City of London,0,The City,448
2287,Barbican Station <>,532088,181886,BA,Aldersgate Street,City of London,0,The City,448
2466,Great Swan Alley,532682,181390,,Moorgate,City of London,0,The City,448
2467,London Wall,532692,181491,,Moorgate,City of London,0,The City,448
2468,Bank Station <> / Princes Street,532656,181217,A,Princes Street,City of London,0,The City,448
3177,Fetter Lane,531331,181176,,Fleet Street,City of London,0,The City,448
3178,Chancery Lane,531214,181130,,Fleet Street,City of London,0,The City,448
4770,Bank Station <> / Queen Victoria Street,532515,181059,MD,Queen Victoria Street,City of London,0,The City,448
8394,Baltic Street West,532091,182096,BP,Goswell Road,City of London,0,The City,448
8547,Museum Of London,532117,181702,BC,Aldersgate Street,City of London,0,The City,448
8548,Museum Of London,532149,181649,BD,Aldersgate Street,City of London,0,The City,448
8551,Mansion House Station <>,532298,181025,ME,Cannon Street,City of London,0,The City,448
8552,Cannon Street Station <> #,532698,180889,MA,Cannon Street,City of London,0,The City,448
8553,Cannon Street Station <> #,532566,180937,MB,Cannon Street,City of London,0,The City,448
8556,Bread Street,532282,181194,SN,Cheapside,City of London,0,The City,448
8558,Bank Station <> / Cornhill,532802,181117,D,Cornhill,City of London,0,The City,448
8559,Bank Station <> / Cornhill,532791,181105,E,Cornhill,City of London,0,The City,448
8560,Bishopsgate,532983,181130,R,Cornhill,City of London,0,The City,448
8561,Snow Hill,531550,181601,HS,Farringdon Street,City of London,0,The City,448
8562,Snow Hill,531570,181608,HT,Farringdon Street,City of London,0,The City,448
8564,Fleet Street / City Thameslink #,531630,181257,L,Farringdon Street,City of London,0,The City,448
8566,Rood Lane,533153,180932,W,Fenchurch Street,City of London,0,The City,448
8567,Rood Lane,533182,180931,Y,Fenchurch Street,City of London,0,The City,448
8568,Fenchurch Street Station #,533342,181009,V,Fenchurch Street,City of London,0,The City,448
8570,Fetter Lane,531356,181164,,Fleet Street,City of London,0,The City,448
8571,Holborn Circus,531476,181545,L,Holborn Viaduct,City of London,0,The City,448
8572,Houndsditch,533337,181427,M,Houndsditch,City of London,0,The City,448
8577,St Mary Axe,533141,181131,Z,Leadenhall Street,City of London,0,The City,448
8578,St Mary Axe,533138,181142,LR,Leadenhall Street,City of London,0,The City,448
8579,St Katharine Cree,533383,181119,W,Leadenhall Street,City of London,0,The City,448
8581,City Thameslink Stn # / Ludgate Circus,531694,181171,F,Ludgate Hill,City of London,0,The City,448
8585,Minories,533638,181069,H,Minories,City of London,0,The City,448
8586,King Edward Street,531945,181356,ST,Newgate Street,City of London,0,The City,448
8588,Threadneedle Street,532926,181252,LJ,Old Broad Street,City of London,0,The City,448
8589,Great Winchester Street,533023,181340,R,Old Broad Street,City of London,0,The City,448
8590,Poultry / Bank Station <> [Dlr],532554,181138,L,Poultry,City of London,0,The City,448
8591,Queen Street Place,532409,180722,,Southwark Bridge,City of London,0,The City,448
8596,Bank Station <> / Queen Victoria Street,532561,181062,H,Queen Victoria Street,City of London,0,The City,448
